order_id,order_date,customer_name,region,category,product_name,sales,quantity,profit
45,2023-10-01,Chandan,West,Technology,USB Hub,11910,10,2039.52
46,2024-03-01,John,West,Furniture,Desk,5810,10,451.78
47,2024-01-16,Sneha,South,Office Supplies,Pen Set,400,10,193.37
48,2024-08-13,Chandan,North,Furniture,Desk,4506,6,537.48
49,2023-01-17,Chandan,West,Office Supplies,Folder,192,6,72.36
50,2023-09-20,John,North,Office Supplies,Pen Set,192,4,91.09
51,2023-09-03,Emily,East,Office Supplies,Paper,256,8,89.24
52,2023-02-06,Sarah,West,Technology,USB Hub,3780,9,566.51
53,2023-04-29,Sneha,North,Technology,Headphones,15736,8,-1573.6
54,2023-06-11,Emily,East,Furniture,Chair,964,4,82.97
55,2023-08-03,Rahul,South,Furniture,Desk,2673,9,157.68
56,2023-01-11,Sarah,East,Office Supplies,Paper,288,8,96.72
57,2024-02-15,Sarah,West,Furniture,Bookshelf,2634,6,174.56
58,2023-05-15,John,North,Technology,Laptop,535,1,94.58
59,2023-02-18,Sarah,West,Office Supplies,Pen Set,270,9,92.28
60,2023-04-22,Chandan,North,Furniture,Table,4500,10,-450.0
61,2023-03-22,Amit,South,Furniture,Bookshelf,4365,5,240.76
62,2024-01-10,Amit,East,Technology,USB Hub,12190,10,2862.01
63,2023-12-18,Sneha,North,Office Supplies,Stapler,396,9,118.95
64,2023-09-06,Priya,West,Technology,Headphones,9246,6,1843.52
65,2024-11-14,David,West,Technology,Monitor,1308,6,303.5
66,2023-06-21,Sneha,West,Technology,USB Hub,7164,9,1342.89
67,2023-11-18,Amit,North,Technology,Laptop,2685,5,400.91
68,2024-09-27,John,South,Furniture,Desk,8770,10,1211.94
69,2023-04-19,John,West,Technology,Monitor,9303,7,1661.64
70,2023-09-30,David,North,Technology,USB Hub,14408,8,3225.72
71,2024-09-24,David,North,Technology,Smartphone,5728,4,896.49
72,2024-03-29,John,South,Office Supplies,Pen Set,117,3,35.45
73,2024-09-26,Michael,South,Technology,USB Hub,4015,5,-401.5
74,2023-12-05,John,South,Office Supplies,Stapler,99,9,37.52
75,2023-06-18,Michael,East,Technology,Smartphone,3055,5,473.54
76,2024-10-19,Priya,South,Technology,Monitor,2282,7,303.25
77,2024-02-08,Sneha,North,Technology,Laptop,1974,6,338.8
78,2023-06-21,Amit,South,Technology,USB Hub,1399,1,287.96
79,2023-12-18,Emily,East,Technology,Headphones,1569,1,467.71
80,2024-09-07,Chandan,North,Furniture,Table,4505,5,440.35
81,2023-01-19,David,South,Technology,USB Hub,9380,7,1041.3
82,2023-01-16,John,North,Furniture,Table,2716,7,496.06
83,2024-08-07,Sarah,East,Office Supplies,Stapler,184,4,84.75
84,2024-08-26,Amit,North,Office Supplies,Pen Set,60,4,18.97
85,2024-08-13,Michael,North,Office Supplies,Folder,240,8,117.62
86,2024-01-01,John,East,Furniture,Sofa,1254,6,147.91
87,2024-11-23,Sarah,South,Office Supplies,Binder,72,4,32.62
88,2024-06-21,Sarah,West,Office Supplies,Paper,117,9,38.09
89,2023-11-10,Michael,East,Office Supplies,Pen Set,147,3,57.18
90,2024-04-27,Sneha,North,Technology,Headphones,552,1,103.33
91,2023-07-12,Sneha,East,Technology,Headphones,7824,4,1401.75
92,2023-08-05,Sarah,North,Technology,Monitor,674,1,-67.4
93,2023-01-22,Chandan,North,Technology,Headphones,412,2,-41.2
94,2023-07-27,John,West,Furniture,Bookshelf,1728,9,200.12
95,2024-03-16,David,East,Technology,Headphones,13896,8,3898.97
96,2023-01-09,Amit,East,Furniture,Table,1518,3,240.19
97,2023-01-25,Amit,East,Office Supplies,Pen Set,120,6,58.26
98,2024-01-17,Sarah,South,Technology,Headphones,2912,7,424.09
99,2024-07-06,Sarah,South,Office Supplies,Binder,30,6,10.14
100,2023-03-08,John,West,Furniture,Desk,1479,3,257.47
101,2023-10-24,John,East,Office Supplies,Binder,42,6,13.67
102,2023-03-31,John,East,Technology,Headphones,2562,3,725.15
103,2024-07-23,Amit,North,Technology,Laptop,2732,2,637.73
104,2024-04-03,Emily,North,Office Supplies,Paper,96,8,35.97
105,2024-03-16,Chandan,North,Office Supplies,Pen Set,235,5,81.09
106,2023-06-09,Amit,North,Furniture,Sofa,934,1,112.14
107,2023-07-30,Priya,East,Furniture,Table,3380,10,368.11
108,2023-05-18,Michael,East,Furniture,Table,2106,6,335.55
109,2023-08-14,Rahul,North,Furniture,Sofa,672,6,127.6
110,2024-07-08,Amit,South,Office Supplies,Pen Set,390,10,171.48
111,2023-02-06,Rahul,South,Office Supplies,Pen Set,360,10,135.25
112,2023-01-28,David,South,Furniture,Bookshelf,1872,2,143.88
113,2024-06-12,John,South,Technology,Smartphone,14384,8,2632.95
114,2023-06-19,Amit,South,Furniture,Sofa,1932,2,105.38
115,2024-01-16,Emily,West,Furniture,Desk,7860,10,532.82
116,2023-03-14,Sarah,East,Office Supplies,Paper,45,3,17.11
117,2023-07-04,Sneha,South,Office Supplies,Folder,352,8,147.36
118,2024-08-21,David,West,Office Supplies,Pen Set,288,8,98.37
119,2024-01-16,Michael,West,Technology,Smartphone,2620,4,718.76
120,2023-12-31,Michael,East,Office Supplies,Pen Set,102,3,49.7
121,2024-06-16,Michael,South,Furniture,Desk,1617,7,98.08
122,2023-06-13,Sarah,West,Furniture,Sofa,1190,10,116.43
123,2024-10-22,Emily,East,Furniture,Chair,987,1,60.38
124,2023-01-27,Rahul,North,Office Supplies,Pen Set,56,4,22.95
125,2023-09-17,John,East,Technology,Smartphone,3073,7,-307.3
126,2024-07-07,Sarah,North,Office Supplies,Stapler,38,2,17.75
127,2024-02-03,Emily,South,Technology,Smartphone,15480,9,4185.96
128,2024-10-17,John,North,Office Supplies,Paper,430,10,192.38
129,2024-08-10,Rahul,South,Furniture,Chair,5971,7,928.68
130,2024-04-26,Rahul,West,Technology,Headphones,3426,3,957.79
131,2023-07-29,Priya,North,Furniture,Table,650,1,47.06
132,2023-07-24,Emily,North,Furniture,Table,2058,6,390.96
133,2023-12-06,Priya,North,Technology,Headphones,4530,6,-453.0
134,2023-01-15,Rahul,North,Furniture,Desk,1272,2,141.16
135,2023-01-01,Sarah,South,Office Supplies,Pen Set,136,4,61.12
136,2024-11-01,Chandan,West,Office Supplies,Paper,60,6,25.86
137,2023-08-05,Rahul,East,Office Supplies,Binder,188,4,90.8
138,2023-11-04,Sarah,North,Office Supplies,Binder,140,7,-14.0
139,2024-10-23,Amit,West,Furniture,Chair,257,1,22.41
140,2023-07-01,Michael,South,Furniture,Bookshelf,3484,4,415.91
141,2024-02-22,Emily,East,Office Supplies,Binder,54,6,22.04
142,2024-03-01,Amit,East,Technology,Headphones,2403,3,431.15
143,2023-04-04,Chandan,South,Office Supplies,Stapler,300,6,-30.0
144,2023-04-11,Amit,East,Office Supplies,Folder,43,1,14.67
145,2024-07-05,Chandan,North,Furniture,Desk,923,1,148.3
146,2023-02-01,Michael,West,Technology,USB Hub,5005,5,594.31
147,2024-04-15,Chandan,North,Furniture,Bookshelf,4232,8,400.51
148,2024-02-21,Sneha,West,Office Supplies,Binder,162,9,66.95
149,2023-05-06,Priya,East,Office Supplies,Stapler,150,5,51.04
150,2023-07-03,Chandan,West,Furniture,Sofa,3860,10,213.81
151,2024-05-02,Michael,South,Office Supplies,Pen Set,294,7,95.48
152,2024-05-04,Priya,South,Furniture,Sofa,2210,5,-221.0
153,2023-06-22,John,East,Technology,Monitor,402,1,89.42
154,2023-01-15,Priya,West,Furniture,Bookshelf,830,1,111.9
155,2024-02-16,Emily,West,Technology,Laptop,3408,8,868.56
156,2023-07-20,Sneha,North,Furniture,Table,678,1,85.72
157,2023-08-28,Rahul,North,Technology,Headphones,3495,3,702.67
158,2024-08-10,Priya,West,Technology,Headphones,10150,7,2094.38
159,2023-09-06,Chandan,North,Technology,USB Hub,2600,4,426.46
160,2023-04-01,David,East,Office Supplies,Paper,54,6,-5.4
161,2023-12-18,Michael,North,Technology,Headphones,246,1,33.47
162,2024-09-05,Sarah,North,Office Supplies,Stapler,63,7,29.18
163,2023-12-02,Rahul,North,Furniture,Table,1092,3,137.48
164,2023-08-25,John,North,Furniture,Sofa,868,4,112.66
165,2023-10-15,John,West,Furniture,Desk,192,1,26.16
166,2023-11-26,David,South,Furniture,Sofa,138,1,15.47
167,2023-04-28,Chandan,West,Office Supplies,Binder,20,4,9.04
168,2023-08-21,Sarah,East,Technology,Smartphone,756,2,136.76
169,2023-02-12,Chandan,South,Office Supplies,Folder,210,10,94.98
170,2024-02-26,Sneha,East,Furniture,Table,2040,8,183.47
171,2023-12-28,Michael,West,Office Supplies,Stapler,30,6,14.11
172,2024-07-02,Rahul,West,Office Supplies,Folder,108,3,45.12
173,2023-09-16,Amit,East,Office Supplies,Paper,96,6,31.2
174,2023-11-02,Chandan,North,Office Supplies,Binder,315,7,157.05
175,2024-09-11,Sarah,South,Office Supplies,Paper,176,4,76.5
176,2023-06-06,David,East,Furniture,Desk,2880,6,147.83
177,2024-08-20,Sarah,North,Office Supplies,Stapler,340,10,120.12
178,2024-10-20,Amit,South,Furniture,Desk,462,3,82.74
179,2023-07-27,Sarah,East,Office Supplies,Pen Set,135,5,54.47
180,2023-09-13,David,East,Office Supplies,Stapler,48,8,17.3
181,2024-07-06,Chandan,North,Technology,Laptop,8658,9,2523.98
182,2024-04-22,Priya,West,Technology,Monitor,12728,8,2825.58
183,2024-07-23,Michael,North,Office Supplies,Folder,315,7,110.76
184,2024-08-21,Chandan,North,Technology,Monitor,9219,7,-921.9
185,2023-03-27,Rahul,West,Office Supplies,Paper,301,7,148.02
186,2024-04-25,Sarah,West,Technology,Smartphone,4464,6,1156.65
187,2024-05-15,Sneha,South,Office Supplies,Stapler,155,5,-15.5
188,2023-05-16,Emily,East,Technology,Monitor,3830,5,1068.04
189,2023-11-04,Amit,West,Furniture,Chair,1140,5,160.9
190,2024-03-18,Sneha,North,Office Supplies,Paper,112,7,36.34
191,2024-05-24,Chandan,West,Technology,Headphones,7155,9,1182.57
192,2023-07-18,Sarah,North,Furniture,Sofa,801,3,122.72
193,2024-07-16,David,North,Office Supplies,Pen Set,36,3,16.2
194,2024-08-27,John,South,Technology,Smartphone,14016,8,1983.87
195,2024-06-07,David,South,Office Supplies,Pen Set,238,7,117.07
196,2023-12-05,Sarah,East,Office Supplies,Stapler,156,4,58.19
197,2023-03-06,John,East,Technology,Headphones,2412,9,688.7
198,2024-06-09,Amit,South,Technology,Laptop,4580,4,1121.47
199,2023-02-21,David,West,Technology,Monitor,3195,9,817.43
200,2024-09-21,David,West,Office Supplies,Pen Set,235,5,75.55
201,2023-07-20,Emily,West,Technology,Monitor,10674,9,2517.47
202,2024-10-23,Michael,South,Office Supplies,Binder,168,6,77.53
203,2024-01-29,Amit,East,Technology,Smartphone,7020,5,2104.58
204,2023-02-07,Emily,West,Technology,Headphones,12439,7,2233.51
205,2023-10-10,John,South,Technology,Smartphone,5232,3,824.65
206,2024-03-21,Sneha,South,Technology,USB Hub,18300,10,2412.85
207,2024-11-15,Amit,East,Furniture,Chair,6132,7,811.97
208,2024-11-19,Sneha,North,Office Supplies,Paper,46,2,15.34
209,2024-09-07,Sneha,East,Technology,Laptop,850,2,105.56
210,2023-03-30,Amit,East,Furniture,Bookshelf,1521,3,138.5
211,2023-05-13,Sarah,North,Office Supplies,Pen Set,96,3,38.25
212,2024-05-30,Chandan,East,Furniture,Chair,8856,9,1304.66
213,2023-11-26,Sneha,North,Office Supplies,Pen Set,180,5,62.93
214,2023-05-11,David,South,Office Supplies,Binder,96,4,42.83
215,2024-03-06,David,West,Office Supplies,Stapler,186,6,80.8
216,2023-10-29,Emily,West,Office Supplies,Paper,378,9,-37.8
217,2024-09-01,David,South,Office Supplies,Pen Set,58,2,28.98
218,2024-02-28,Michael,North,Office Supplies,Pen Set,30,2,14.53
219,2024-09-19,Rahul,West,Office Supplies,Folder,69,3,30.36
220,2024-11-22,Priya,South,Technology,Smartphone,2028,2,367.65
221,2024-07-07,Sneha,North,Furniture,Chair,5388,6,929.33
222,2024-06-27,David,South,Technology,USB Hub,6318,9,815.0
223,2023-04-02,Sneha,East,Technology,Headphones,2952,9,802.5
224,2023-05-30,Priya,East,Office Supplies,Stapler,430,10,212.45
225,2024-11-03,Emily,South,Office Supplies,Pen Set,160,5,55.96
226,2024-02-23,John,West,Office Supplies,Paper,156,6,72.16
227,2024-11-17,Emily,North,Office Supplies,Paper,18,1,5.9
228,2023-01-27,Amit,East,Technology,Headphones,3981,3,780.98
229,2023-07-20,Amit,South,Office Supplies,Folder,36,6,-3.6
230,2023-03-02,Rahul,South,Technology,Headphones,14085,9,4103.92
231,2024-09-16,Amit,North,Technology,Smartphone,6660,5,709.57
232,2023-11-07,Amit,East,Furniture,Desk,3940,5,699.7
233,2024-09-27,Sarah,South,Office Supplies,Binder,28,1,13.77
234,2024-10-12,Chandan,East,Furniture,Table,1256,2,161.82
235,2024-08-09,Michael,South,Technology,Headphones,3045,5,839.55
236,2023-11-07,David,South,Office Supplies,Stapler,200,4,-20.0
237,2023-11-14,Emily,West,Technology,Smartphone,17550,9,2296.58
238,2024-01-15,John,East,Office Supplies,Stapler,132,3,47.49
239,2023-04-24,John,West,Furniture,Desk,4077,9,443.73
240,2023-12-19,Chandan,South,Furniture,Table,5010,10,323.97
241,2024-06-19,Rahul,North,Furniture,Bookshelf,1784,2,148.35
242,2024-01-28,Priya,West,Furniture,Table,1490,10,-149.0
243,2023-08-29,Chandan,East,Technology,Monitor,2151,9,583.21
244,2023-10-18,John,North,Office Supplies,Pen Set,198,6,91.4
245,2023-09-01,Chandan,East,Technology,Monitor,7560,4,1233.03
246,2023-05-09,Amit,West,Technology,Headphones,1926,3,388.83
247,2024-05-26,Rahul,West,Office Supplies,Paper,34,2,-3.4
248,2023-05-06,Amit,East,Furniture,Desk,3864,7,-386.4
249,2023-01-28,Sneha,East,Technology,Smartphone,6150,6,1438.09
250,2024-04-16,David,West,Office Supplies,Folder,72,3,25.62
251,2023-05-08,Sarah,South,Office Supplies,Stapler,132,4,-13.2
252,2024-08-26,John,South,Furniture,Sofa,4333,7,748.62
253,2023-09-17,John,West,Furniture,Desk,1568,8,161.46
254,2023-05-16,Emily,North,Furniture,Desk,1082,2,-108.2
255,2023-09-05,Rahul,South,Technology,USB Hub,4254,3,-425.4
256,2024-05-08,David,North,Technology,Headphones,1812,3,518.98
257,2023-11-04,Sarah,East,Technology,Monitor,1075,5,260.54
258,2023-07-28,Rahul,West,Office Supplies,Paper,78,3,37.22
259,2024-07-14,Priya,West,Office Supplies,Paper,87,3,26.38
260,2024-01-10,Priya,West,Technology,Headphones,4214,7,618.9
261,2024-05-21,Michael,North,Office Supplies,Stapler,470,10,178.42
262,2023-07-31,Rahul,South,Technology,Headphones,554,1,164.88
263,2024-05-28,David,North,Office Supplies,Pen Set,104,8,32.18
264,2023-12-12,John,North,Technology,USB Hub,11354,7,1490.39
265,2024-08-08,Rahul,West,Furniture,Desk,223,1,21.96
266,2023-07-21,Chandan,South,Technology,Smartphone,3510,9,540.76
267,2023-06-17,Sarah,West,Office Supplies,Pen Set,450,9,224.47
268,2024-05-06,Priya,East,Technology,Headphones,13512,8,1545.88
269,2024-11-06,David,South,Furniture,Desk,4380,6,695.11
270,2023-05-05,John,West,Technology,Laptop,10560,8,2987.23
271,2024-03-23,Rahul,North,Furniture,Table,1152,9,108.79
272,2024-04-08,Sneha,North,Technology,Headphones,8910,9,2606.26
273,2024-04-19,Sarah,West,Office Supplies,Stapler,33,3,11.41
274,2024-11-12,Emily,North,Technology,Headphones,1306,1,-130.6
275,2023-02-04,David,West,Furniture,Desk,3520,8,703.17
276,2023-11-16,Priya,North,Furniture,Chair,5320,7,750.71
277,2023-03-12,Chandan,East,Technology,Headphones,4521,3,723.58
278,2024-05-09,Emily,East,Office Supplies,Pen Set,34,2,16.32
279,2023-01-04,Rahul,South,Office Supplies,Pen Set,378,9,135.7
280,2024-06-20,Priya,South,Technology,USB Hub,2244,3,349.13
281,2024-04-10,Sarah,West,Office Supplies,Binder,132,6,65.27
282,2024-08-27,Chandan,South,Office Supplies,Folder,42,1,13.97
283,2024-11-23,Michael,East,Office Supplies,Binder,198,6,75.55
284,2024-04-27,Emily,South,Furniture,Table,3105,9,467.1
285,2023-10-28,Rahul,North,Office Supplies,Folder,320,8,99.75
286,2023-10-09,John,West,Technology,USB Hub,8309,7,1673.51
287,2024-10-19,David,South,Technology,Laptop,6144,6,1463.74
288,2024-02-20,Amit,South,Furniture,Table,2304,4,423.26
289,2023-12-26,Michael,West,Furniture,Table,1430,5,90.73
290,2023-09-03,Priya,North,Furniture,Table,1954,2,144.74
291,2023-09-16,Sarah,East,Furniture,Table,472,2,76.28
292,2023-06-10,Michael,North,Office Supplies,Pen Set,450,9,-45.0
293,2024-10-21,David,South,Technology,Smartphone,3360,10,630.45
294,2024-08-19,John,West,Office Supplies,Stapler,90,3,41.22
295,2024-09-01,Priya,West,Furniture,Bookshelf,362,1,25.4
296,2023-09-12,Priya,South,Technology,Laptop,7209,9,-720.9
297,2023-11-27,Michael,South,Technology,Smartphone,12200,8,3337.62
298,2024-06-16,Priya,South,Technology,Headphones,2135,5,394.14
299,2023-04-03,Michael,South,Office Supplies,Binder,360,10,123.21
300,2023-07-18,Sneha,West,Office Supplies,Folder,322,7,126.22
301,2024-03-25,Sarah,East,Technology,USB Hub,7400,10,2026.13
302,2024-11-30,Michael,North,Office Supplies,Binder,430,10,166.71
303,2024-02-14,Priya,East,Office Supplies,Binder,100,5,45.87
304,2024-09-18,Sneha,East,Technology,Monitor,3900,10,1105.6
305,2023-02-02,Emily,South,Technology,Smartphone,4398,3,985.11
306,2024-08-13,Sarah,North,Technology,Monitor,7422,6,1532.98
307,2023-06-14,Sneha,North,Office Supplies,Pen Set,204,6,79.77
308,2024-02-09,David,West,Furniture,Desk,8580,10,1412.18
309,2023-09-16,Sarah,South,Furniture,Chair,1695,5,217.61
310,2024-06-07,Sneha,North,Technology,Laptop,3706,2,895.4
311,2023-07-06,Chandan,West,Technology,Monitor,2998,2,893.76
312,2023-06-18,Rahul,East,Technology,USB Hub,1674,1,295.01
313,2023-08-10,Amit,West,Office Supplies,Binder,460,10,162.31
314,2024-03-29,Chandan,South,Office Supplies,Pen Set,13,1,6.11
315,2024-09-19,Priya,East,Furniture,Sofa,6965,7,1179.69
316,2023-01-17,Rahul,North,Technology,USB Hub,750,3,104.9
317,2023-03-27,Priya,West,Technology,Smartphone,3933,3,-393.3
318,2024-07-14,Sarah,North,Technology,Headphones,3992,4,686.25
319,2024-07-27,Emily,East,Office Supplies,Stapler,25,1,-2.5
320,2023-09-11,Chandan,North,Office Supplies,Pen Set,329,7,134.0
321,2023-02-15,David,South,Furniture,Bookshelf,4053,7,777.65
322,2024-04-11,John,South,Furniture,Desk,816,2,148.45
323,2023-06-06,Chandan,North,Technology,Monitor,6408,8,1625.45
324,2023-08-30,John,East,Furniture,Sofa,1016,2,100.27
325,2024-06-26,Michael,North,Furniture,Desk,8757,9,1116.26
326,2024-06-07,Rahul,West,Furniture,Desk,4431,7,492.05
327,2023-05-25,Sarah,North,Furniture,Bookshelf,4425,5,418.33
328,2024-09-14,Michael,South,Technology,Smartphone,6224,4,937.17
329,2023-10-20,Chandan,South,Technology,Smartphone,1000,5,285.93
330,2024-05-08,David,North,Furniture,Chair,2562,3,296.61
331,2023-02-21,Priya,West,Office Supplies,Stapler,26,1,13.0
332,2023-04-27,David,West,Technology,USB Hub,11010,6,2497.82
333,2024-02-27,Amit,South,Furniture,Desk,3100,10,-310.0
334,2024-08-01,Priya,West,Furniture,Bookshelf,871,1,149.56
335,2023-08-16,Amit,West,Furniture,Sofa,110,1,15.66
336,2024-02-01,Sarah,South,Office Supplies,Binder,150,6,68.41
337,2023-12-30,Emily,North,Furniture,Table,408,1,75.82
338,2024-04-25,David,South,Furniture,Sofa,2680,5,-268.0
339,2023-02-15,John,North,Technology,Smartphone,15290,10,-1529.0
340,2023-08-27,Priya,West,Furniture,Desk,9610,10,1843.58
341,2023-07-13,Rahul,North,Office Supplies,Binder,11,1,3.78
342,2023-08-13,Michael,North,Furniture,Chair,1570,10,306.05
343,2023-11-05,Rahul,North,Furniture,Table,7264,8,528.81
344,2024-07-02,Sarah,North,Technology,Headphones,4505,5,769.24
345,2024-11-26,Michael,North,Technology,Headphones,4110,3,745.69
346,2023-10-24,Amit,South,Technology,Headphones,6116,4,1249.6
347,2023-04-04,Priya,East,Technology,Laptop,4896,4,-489.6
348,2023-09-19,David,East,Furniture,Desk,4515,7,-451.5
349,2023-07-31,David,East,Furniture,Sofa,2975,7,552.95
350,2023-06-20,Rahul,East,Technology,Laptop,10116,9,1653.46
351,2023-06-27,David,West,Furniture,Bookshelf,5280,8,-528.0
352,2023-06-16,Priya,East,Technology,Headphones,3941,7,941.11
353,2023-06-14,Priya,West,Furniture,Sofa,5805,9,529.54
354,2024-01-04,John,North,Technology,Laptop,1680,4,203.62
355,2023-12-11,John,West,Office Supplies,Pen Set,96,8,39.8
356,2024-03-25,Sneha,South,Office Supplies,Stapler,155,5,68.2
357,2024-03-21,Rahul,South,Furniture,Desk,3224,4,515.38
358,2024-04-10,Amit,North,Office Supplies,Pen Set,76,4,24.34
359,2024-03-17,Amit,South,Furniture,Desk,4230,6,493.14
360,2024-04-06,Chandan,West,Office Supplies,Paper,56,2,25.31
361,2024-11-14,Sneha,South,Furniture,Table,3647,7,343.81
362,2023-06-10,Priya,West,Office Supplies,Binder,22,1,7.4
363,2023-03-25,Emily,South,Technology,Smartphone,4280,5,699.49
364,2024-06-15,David,South,Office Supplies,Pen Set,150,5,52.45
365,2024-02-19,Chandan,West,Technology,Smartphone,1731,3,479.98
366,2024-08-20,Sneha,North,Office Supplies,Stapler,208,8,65.03
367,2023-12-28,Priya,North,Technology,Headphones,11922,6,1412.43
368,2023-10-16,Amit,South,Technology,Laptop,5999,7,639.0
369,2023-04-12,Emily,West,Furniture,Chair,1040,4,207.68
370,2023-09-26,Chandan,North,Office Supplies,Paper,207,9,79.42
371,2023-07-24,Rahul,South,Technology,Monitor,1220,5,-122.0
372,2023-04-01,Priya,North,Office Supplies,Pen Set,490,10,220.4
373,2024-11-04,Amit,West,Office Supplies,Folder,272,8,-27.2
374,2023-02-05,Amit,East,Technology,Laptop,5322,6,1307.95
375,2023-07-26,Sarah,West,Technology,USB Hub,18180,10,5087.3
376,2023-06-04,Sarah,North,Furniture,Chair,680,5,93.89
377,2024-03-17,Chandan,North,Furniture,Chair,4750,10,646.22
378,2024-02-24,David,West,Technology,Smartphone,7320,8,1412.74
379,2024-05-08,Chandan,East,Technology,Smartphone,5475,5,1422.46
380,2023-10-05,Sarah,North,Office Supplies,Binder,33,3,12.57
381,2024-09-12,Sneha,South,Technology,USB Hub,1604,4,332.78
382,2023-03-02,Michael,North,Technology,USB Hub,4617,3,576.65
383,2023-08-28,Michael,South,Furniture,Table,917,1,169.31
384,2024-01-10,Michael,West,Furniture,Table,1180,4,116.68
385,2024-03-20,Rahul,South,Furniture,Desk,594,2,97.64
386,2024-09-04,Michael,East,Furniture,Sofa,1263,3,70.88
387,2023-10-01,Michael,North,Furniture,Sofa,4872,7,638.87
388,2023-11-10,Sarah,East,Office Supplies,Folder,32,1,12.02
389,2023-04-08,Sarah,East,Technology,USB Hub,13320,8,3706.85
390,2023-09-24,Amit,South,Technology,USB Hub,808,4,216.04
391,2024-07-11,Emily,West,Furniture,Table,5088,8,900.96
392,2024-08-23,Emily,East,Furniture,Sofa,1064,4,211.43
393,2024-04-05,David,East,Furniture,Chair,2880,4,533.07
394,2024-03-15,Michael,East,Furniture,Sofa,761,1,64.22
395,2023-12-28,Emily,West,Technology,USB Hub,577,1,-57.7
396,2024-10-14,Amit,West,Office Supplies,Paper,208,8,77.94
397,2023-12-30,David,West,Technology,USB Hub,2730,3,667.33
398,2024-04-01,Priya,South,Furniture,Table,5936,8,1109.95
399,2023-01-13,David,West,Furniture,Bookshelf,942,6,-94.2
400,2023-02-15,Sarah,West,Office Supplies,Stapler,168,7,61.8
401,2023-04-26,Emily,South,Technology,Laptop,3672,4,1056.62
402,2024-02-08,Amit,North,Technology,Headphones,1268,1,-126.8
403,2023-02-17,David,East,Furniture,Chair,1122,6,121.12
404,2024-03-09,Michael,East,Technology,Laptop,13080,10,1555.32
405,2023-11-02,Emily,East,Furniture,Desk,2685,3,390.15
406,2023-09-22,Emily,South,Furniture,Bookshelf,8430,10,435.46
407,2024-09-11,John,South,Furniture,Desk,5088,8,304.1
408,2024-04-22,Michael,West,Furniture,Sofa,2028,3,367.73
409,2024-11-03,Michael,North,Technology,Headphones,6232,4,1831.04
